840-WPS Cheque,2025-07-31 00:00:00,2025-08-01 00:00:00,101108,100,201615-985213,23626.25,Unnamed: 7,26245361.83
840-WPS Cheque,,,,,500098-996430,,,
840-WPS Cheque,,,,,500028-940121,,,
840-WPS Cheque,,,,,500017-945882,,,
840-WPS Cheque,,,,,000-996577,,,
840-WPS Cheque,,,,,000-982418,,,
840-WPS Cheque,,,,,004013-993995,,,
840-WPS Cheque,,,,,0000-987224,,,
840-WPS Cheque,,,,,000-944481,,,
840-WPS Cheque,,,,,000-943452,,,
840-WPS Cheque,,,,,000-993320,,,
840-WPS Cheque,,,,,015082-981615,,,
840-WPS Cheque,,,,,000000-948084,,,
840-WPS Cheque,,,,,00000-978869,,,
840-WPS Cheque,,,,,0000-992685,,,
840-WPS Cheque,,,,,000000-992685,,,
840-WPS Cheque,,,,,00000-988321,,,
840-WPS Cheque,,,,,0000000   0-988321,,,
840-WPS Cheque,,,,,0000-989694,,,
840-WPS Cheque,,,,,000049-999681,,,
840-WPS Cheque,,,,,001138-985140,,,
840-WPS Cheque,,,,,000040-945394,,,
840-WPS Cheque,,,,,000-940671,,,
840-WPS Cheque,,,,,00000-988977,,,
840-WPS Cheque,,,,,00000-995718,,,
840-WPS Cheque,,,,,00-988420,,,
840-WPS Cheque,,,,,000000-940461,,,
840-WPS Cheque,,,,,000000-940461,,,
840-WPS Cheque,,,,,00000-994613,,,
840-WPS Cheque,,,,,000-998390,,,
840-WPS Cheque,,,,,00-996987,,,
840-WPS Cheque,,,,,000-944967,,,
840-WPS Cheque,,,,,00-944271,,,
840-WPS Cheque,,,,,00-985498,,,
840-WPS Cheque,,,,,000-941921,,,
840-WPS Cheque,,,,,000-996114,,,
840-WPS Cheque,,,,,000-945082,,,
840-WPS Cheque,,,,,000-943921,,,
840-WPS Cheque,,,,,000-947459,,,
840-WPS Cheque,,,,,000-994444,,,
840-WPS Cheque,,,,,00000-941954,,,
840-WPS Cheque,,,,,0000-994264,,,
840-WPS Cheque,,,,,0000-996781,,,
840-WPS Cheque,,,,,0000-996783,,,
840-WPS Cheque,,,,,0000-996783,,,
840-WPS Cheque,,,,,00-986183,,,
840-WPS Cheque,,,,,000065-942379,,,
840-WPS Cheque,,,,,00-982681,,,
840-WPS Cheque,,,,,000-977133,,,
840-WPS Cheque,,,,,000-945069,,,
840-WPS Cheque,,,,,0321-945069,,,
840-WPS Cheque,,,,,00-997542,,,
840-WPS Cheque,,,,,00-944349,,,
840-WPS Cheque,,,,,00-944869,,,
840-WPS Cheque,,,,,00-943220,,,
840-WPS Cheque,,,,,0000-999592,,,
840-WPS Cheque,,,,,00-982337,,,
840-WPS Cheque,,,,,00000-994693,,,
840-WPS Cheque,,,,,00-944461,,,
840-WPS Cheque,,,,,00-992308,,,
840-WPS Cheque,,,,,00000-999976,,,
840-WPS Cheque,,,,,00-985775,,,
840-WPS Cheque,,,,,000-976411,,,
840-WPS Cheque,,,,,005962-977553,,,
840-WPS Cheque,,,,,00-995715,,,
840-WPS Cheque,,,,,00000-941394,,,
840-WPS Cheque,,,,,000-940251,,,
840-WPS Cheque,,,,,00000-941394,,,
840-WPS Cheque,,,,,00000-941394,,,
840-WPS Cheque,,,,,00000-941394,,,
840-WPS Cheque,,,,,006097-984863,,,
840-WPS Cheque,,,,,0000000 0-972741,,,
840-WPS Cheque,,,,,000000-987866,,,
534-JOURNAL VOUCHER,,,,,TRF ADCB USD,,45732585,
534-JOURNAL VOUCHER,,,,,TRF ADCB USD  | Reversed - 8001-0534-2025-013459,,0,
534-JOURNAL VOUCHER,,,,,TRF ADCB USD,,46834575,
53-Cheque Deposit,,,,,MOHAMMAD-5610110937580-01/08/25,,0,
53-Cheque Deposit,,,,,SUSAI-5610110937576-01/08/25,,0,
53-Cheque Deposit,,,,,SELLADURAI-5610110937579-01/08/25,,0,
53-Cheque Deposit,,,,,000349-5610580509104-30/07/25,,0,
53-Cheque Deposit,,,,,049299825-5610170454621-31/07/25,,0,
53-Cheque Deposit,,,,,13A28M-5610670444110-01/08/25,,0,
53-Cheque Deposit,,,,,FT25213PLQ2M-5613610142400-01/08/25,,0,
53-Cheque Deposit,,,,,SHAKEEL-5610230556378-31/07/25,,0,
53-Cheque Deposit,,,,,000082-5610230556367-31/07/25,,0,
53-Cheque Deposit,,,,,3BC-5610630326200-01/08/25,,0,
53-Cheque Deposit,,,,,534470-5610160696022-30/07/25,,0,
53-Cheque Deposit,,,,,13AI20-5610160696215-01/08/25,,0,
53-Cheque Deposit,,,,,FT25213350HT-5610580509226-01/08/25,,0,
53-Cheque Deposit,,,,,MANOJ-5610230556362-31/07/25,,0,
53-Cheque Deposit,,,,,MUHAMMADm-5610140794577-01/08/25,,0,
53-Cheque Deposit,,,,,000005-CHQ 000005/ZENIA/01-08-2025-31/07/25,,0,
53-Cheque Deposit,,,,,TIT-50687426255/TIT/01-Aug-2025-01/08/25,,0,
53-Cheque Deposit,,,,,ONLINE-MD YOUSEF PROUD START 5610720691051 50687083885-01/08,,0,
53-Cheque Deposit,,,,,25213ATQI-5610240827405-01/08/25,,0,
53-Cheque Deposit,,,,,ANILKUMAR-5610140794585-01/08/25,,0,
53-Cheque Deposit,,,,,31CC43--01/08/25,,0,
53-Cheque Deposit,,,,,MATHEW-5610720691054-01/08/25,,0,
53-Cheque Deposit,,,,,432319-5610140794591-01/08/25,,0,
53-Cheque Deposit,,,,,0101082-5610770624602-01/08/25,,0,
53-Cheque Deposit,,,,,010108-5610770624604-01/08/25,,0,
53-Cheque Deposit,,,,,0101082-5610770624606-01/08/25,,0,
53-Cheque Deposit,,,,,049299825-5610770624617-01/08/25,,0,
53-Cheque Deposit,,,,,VISWANADHAMV-5610140794597-01/08/25,,0,
53-Cheque Deposit,,,,,SANGYA-5610110937619-01/08/25,,0,
53-Cheque Deposit,,,,,01010825-5610770624619-01/08/25,,0,
53-Cheque Deposit,,,,,782266-5610140794602-01/08/25,,0,
53-Cheque Deposit,,,,,010108254-5610770624620-01/08/25,,0,
53-Cheque Deposit,,,,,782267-5610140794603-01/08/25,,0,
53-Cheque Deposit,,,,,665412-5610110937538-31/07/25,,0,
53-Cheque Deposit,,,,,PRIYARANJANP-5610140794606-01/08/25,,0,
53-Cheque Deposit,,,,,MILINDA-5610140794611-30/07/25,,0,
53-Cheque Deposit,,,,,MOHAMMAD-5610720691070-01/08/25,,0,
53-Cheque Deposit,,,,,EISA-5610720691091-01/08/25,,0,
53-Cheque Deposit,,,,,EC3B6FC-5610770624672-01/08/25,,0,
53-Cheque Deposit,,,,,13B58G-5610160696283-01/08/25,,0,
53-Cheque Deposit,,,,,13ALB6-5610670444143-01/08/25,,0,
53-Cheque Deposit,,,,,000031-5610140794556-01/08/25,,0,
53-Cheque Deposit,,,,,105002-5610130711336-31/07/25,,0,
53-Cheque Deposit,,,,,000085-5610110937531-31/07/25,,0,
53-Cheque Deposit,,,,,URUGUAY-5610110937535-31/07/25,,0,
53-Cheque Deposit,,,,,000007-5610670444080-31/07/25,,0,
53-Cheque Deposit,,,,,002026-5610150432306/INTERNATIONAL SUPER-01/08/25,,0,
53-Cheque Deposit,,,,,002025-5610150432307/INTERNATIONAL SUPER-01/08/25,,0,
209-CENTRAL BANK TRF,,,,,From: 110102  / To: 110128,,56920881.68,
209-CENTRAL BANK TRF,,,,,From: 110102  / To: 112301,,2000000,
209-CENTRAL BANK TRF,,,,,From: 110128  / To: 110102,,0,
209-CENTRAL BANK TRF,,,,,From: 112375  / To: 110102,,0,
209-CENTRAL BANK TRF,,,,,From: 110102  / To: 111505,,3300000,
31-Cash Receipt,,,,,5613510103261,,84800,
31-Cash Receipt,,,,,CHEQUE 000149 5610540443438,,42000,
31-Cash Receipt,,,,,31 07 25 543344 5620270008482,,79500,
32-Cash Payment,,,,,31JULY2025 PHUB517811159 5620450001871,,0,
32-Cash Payment,,,,,PHUB517647099 UN FIRE FIGHTING SYSTEM HID 1933842,,0,
32-Cash Payment,,,,,PHUB517732233 mariot kitchen,,0,
32-Cash Payment,,,,,50670970358 BIDYUT BIKASH,,0,
32-Cash Payment,,,,,176622 31-07-25 SANTHOSH,,0,
32-Cash Payment,,,,,6690,,0,
32-Cash Payment,,,,,AE0051970,,0,
32-Cash Payment,,,,,50598714241,,0,
32-Cash Payment,,,,,001076 Jaswant,,0,
32-Cash Payment,,,,,PHUB517719325,,0,
32-Cash Payment,,,,,CHQ NO ::002024,,0,
32-Cash Payment,,,,,PHUB517938989  WONDERBAY DECOR LLC,,0,
32-Cash Payment,,,,,515542 SKY HEALTH,,0,
32-Cash Payment,,,,,50666170866 ASTANA AUTO REPAIRING LLC,,0,
32-Cash Payment,,,,,50679830305 DT 01-Aug-2025,,0,
32-Cash Payment,,,,,25737218451 MBTRF B/O KHURRAM JAVAID 31-7-2025,,0,
32-Cash Payment,,,,,50679918242 DT 01-Aug-2025,,0,
32-Cash Payment,,,,,31-07-2025 804030124 CHQ NO000325,,0,
32-Cash Payment,,,,,01AUG2025 PHUB518093180 5620450001879,,0,
32-Cash Payment,,,,,TG DEPOSIT @12:10 PM,,0,
32-Cash Payment,,,,,TG CASH DPST ALHAYER @12:11,,0,
32-Cash Payment,,,,,TG CASH DEPOSIT@12:14,,0,
32-Cash Payment,,,,,PHUB518108455 5620140000963,,0,
32-Cash Payment,,,,,PHUB517798263 KENT 5900962,,0,
32-Cash Payment,,,,,PHUB518016501 NMC OPCO,,0,
32-Cash Payment,,,,,25750548061 MBTRF B/O MATHINA SYED,,0,
32-Cash Payment,,,,,50677019219 / MOHAMED TAREK KAMAL,,0,
32-Cash Payment,,,,,5623820025126,,0,
32-Cash Payment,,,,,5620430017671 50683791570 MOHAMED GOMAA,,0,
32-Cash Payment,,,,,RVRSL OF 27 31 3821234,,0,
32-Cash Payment,,,,,31 07 25 CHQ 543344 5620270008482,,0,
32-Cash Payment,,,,,BELAL MOHAMED 50684720574,,0,
32-Cash Payment,,,,,50683868260 5620430017670 MOHAMED GOMAA,,0,
32-Cash Payment,,,,,5620430017669 50683921031 MOHAMED GOMAA,,0,
32-Cash Payment,,,,,25751121117,,0,
32-Cash Payment,,,,,TG CASH DEPOIST GAYATHI SANAYA 01082025,,0,
32-Cash Payment,,,,,cash deposit thru tg,,0,
32-Cash Payment,,,,,TG CASH DEP 14:43 01082025,,0,
32-Cash Payment,,,,,CHQ000348/5610580508986,,0,
32-Cash Payment,,,,,TG CASH DEPOSIT GHAYATHI MALL @ 14.57,,0,
32-Cash Payment,,,,,PHUB518138463 VIKAS BANS,,0,
32-Cash Payment,,,,,31072025 cheq000034 5620270008480,,0,
32-Cash Payment,,,,,5620310200838 SJS GLOBAL 7536072,,0,
32-Cash Payment,,,,,TG CASH DEPOSIT 01 08 2025 15:08 SWEIHAN,,0,
32-Cash Payment,,,,,TG CASH DEPOSIT RUWAIS,,0,
32-Cash Payment,,,,,31072025 chq000051 5620270008438,,0,
32-Cash Payment,,,,,CASH DEP THRU TG,,0,
32-Cash Payment,,,,,PHUB518263017,,0,
32-Cash Payment,,,,,PHUB518088951,,0,
32-Cash Payment,,,,,PHUB518095444,,0,
32-Cash Payment,,,,,PHUB518372419 BELL TECH TRADING LLC,,0,
32-Cash Payment,,,,,TG CASH DEPOSIT,,0,
32-Cash Payment,,,,,TG CASH DEPOSIT 101021684424,,0,
32-Cash Payment,,,,,CASH DEP THRU TG 101021784972,,0,
32-Cash Payment,,,,,AKASH K HSBC 518098889 AEV0108,,0,
32-Cash Payment,,,,,PHUB518340216 - 5610720691071,,0,
32-Cash Payment,,,,,50689926673 MATHEW ROY,,0,
32-Cash Payment,,,,,PHUB518351707/FIRST INTL,,0,
32-Cash Payment,,,,,CASH DEPOSITED THRU TRANSGUARD,,0,
32-Cash Payment,,,,,TG CASH DEPOSIT @17:05,,0,
32-Cash Payment,,,,,tg deposit @ 17:33,,0,
32-Cash Payment,,,,,PHUB517212877,,0,
32-Cash Payment,,,,,PHUB518414607,,0,
32-Cash Payment,,,,,TG CASH DEPOSITED@5.32,,0,
32-Cash Payment,,,,,2531236644,,0,
32-Cash Payment,,,,,PHUB518353178 HID  1934965,,0,
32-Cash Payment,,,,,TG CASH DEPOSIT MARFA 06:14PM,,0,
32-Cash Payment,,,,,TG CASH DEPOSIT 01-08-2025,,0,
32-Cash Payment,,,,,PHUB518169933 DTD 01.08.2025,,0,
32-Cash Payment,,,,,TG CASH DEP 15:12,,0,
32-Cash Payment,,,,,cash dep thru tg bag ref 101021942908,,0,
32-Cash Payment,,,,,TG CASH DEPOSIT@ 18.05,,0,
32-Cash Payment,,,,,TG CASH DEPOSIT,,0,
32-Cash Payment,,,,,TG CASH DTD 01.08.2025,,0,
32-Cash Payment,,,,,AED 290K DEPOSIT TO ADCB THROUGH TG,,0,
32-Cash Payment,,,,,25749760931 MBTRF B/O ZAHEER KUNHIMARAKKAR,,0,
32-Cash Payment,,,,,TG CASH DEPOSIT,,0,
32-Cash Payment,,,,,PHUB518423769 AYMAN YOUSEF,,0,
32-Cash Payment,,,,,TG DEPOSIT 20:22,,0,
32-Cash Payment,,,,,500375 5620270008462,,0,
32-Cash Payment,,,,,000036 5620270008443,,0,
32-Cash Payment,,,,,CASH DEPOSIT THROUGH TG,,0,
32-Cash Payment,,,,,CHQ NO ::000198,,0,
32-Cash Payment,,,,,CHQ NO ::001544,,0,
32-Cash Payment,,,,,CASH DEPOSIT THRU TG,,0,
32-Cash Payment,,,,,PHUB517754638 AL FARDAN JEWE,,0,
32-Cash Payment,,,,,002316 01AUG2025 DUBAI SKY,,0,
32-Cash Payment,,,,,TG CASH DEPT 20;42 PM,,0,
32-Cash Payment,,,,,PHUB517754637/AL FARDAN/31-07-2025,,0,
32-Cash Payment,,,,,CASH DEP TO ADCB THRU TG,,0,
32-Cash Payment,,,,,aed trfr trg tg,,0,
32-Cash Payment,,,,,TG CASH DEPOSIT MBZ @ 06:17,,0,
32-Cash Payment,,,,,tg 101021992569,,0,
32-Cash Payment,,,,,CSH DPST TO ADCB THRU TG 103003708289,,0,
32-Cash Payment,,,,,CASH DEPOSITED THROUGH TRANSGUARD,,0,
32-Cash Payment,,,,,TG CASH DEPOSIT TIIME 9.16,,0,
32-Cash Payment,,,,,50627587055 ABU FAISAL AUTO MOTIVE HID 1934840,,0,
32-Cash Payment,,,,,9880,,0,
32-Cash Payment,,,,,TG- CASH DEP- 21.10 P M,,0,
